s,l,lcl
http://purl.obolibrary.org/obo/DRON_00011919,THONZONIUM,thonzonium
http://purl.obolibrary.org/obo/DRON_00020317,thonzylamine,thonzylamine
http://purl.obolibrary.org/obo/DRON_00020276,Thrombin (Human),thrombin (human)
http://purl.obolibrary.org/obo/DRON_00015116,THURFYL SALICYLATE,thurfyl salicylate
http://purl.obolibrary.org/obo/DRON_00019774,thyme allergenic extract,thyme allergenic extract
http://purl.obolibrary.org/obo/DRON_00017171,Thyme oil,thyme oil
http://purl.obolibrary.org/obo/DRON_00018753,Thyme preparation,thyme preparation
http://purl.obolibrary.org/obo/DRON_00012795,Thymol iodide,thymol iodide
http://purl.obolibrary.org/obo/DRON_00015927,thymomodulin,thymomodulin
http://purl.obolibrary.org/obo/DRON_00017655,Thymus Extracts,thymus extracts
http://purl.obolibrary.org/obo/DRON_00015929,Thymus Gland-Calf,thymus gland-calf
http://purl.obolibrary.org/obo/DRON_00011660,Thyroglobulin,thyroglobulin
http://purl.obolibrary.org/obo/DRON_00015930,THYROID (PORK),thyroid (pork)
http://purl.obolibrary.org/obo/DRON_00012953,thyroid (USP),thyroid (usp)
http://purl.obolibrary.org/obo/DRON_00012688,Thyrotropin,thyrotropin
http://purl.obolibrary.org/obo/DRON_00013501,thyrotropin alfa (USP),thyrotropin alfa (usp)
http://purl.obolibrary.org/obo/DRON_00013863,Thyrotropin-Releasing Hormone,thyrotropin-releasing hormone
http://purl.obolibrary.org/obo/DRON_00014320,tiadilon,tiadilon
http://purl.obolibrary.org/obo/DRON_00011664,tianeptine,tianeptine
http://purl.obolibrary.org/obo/DRON_00015933,Tiapride,tiapride
http://purl.obolibrary.org/obo/DRON_00018868,Tiaprofenate,tiaprofenate
http://purl.obolibrary.org/obo/DRON_00015934,TIBEZONIUM IODIDE,tibezonium iodide
http://purl.obolibrary.org/obo/DRON_00015935,TICK-BORN ENCEPHALITIS VACC,tick-born encephalitis vacc
http://purl.obolibrary.org/obo/DRON_00750759,Tildipirosin,tildipirosin
http://purl.obolibrary.org/obo/DRON_00827258,tildrakizumab,tildrakizumab
http://purl.obolibrary.org/obo/DRON_00750804,Tiletamine,tiletamine
http://purl.obolibrary.org/obo/DRON_00015180,Tilia extract,tilia extract
http://purl.obolibrary.org/obo/DRON_00016220,tilmicosin,tilmicosin
http://purl.obolibrary.org/obo/DRON_00020153,Timothy grass pollen extract,timothy grass pollen extract
http://purl.obolibrary.org/obo/DRON_00013565,Tin,tin
http://purl.obolibrary.org/obo/DRON_00016931,tinzaparin,tinzaparin
http://purl.obolibrary.org/obo/DRON_00015971,tiratricol,tiratricol
http://purl.obolibrary.org/obo/DRON_00018342,Tissue Respiratory Factor,tissue respiratory factor
http://purl.obolibrary.org/obo/DRON_00019271,tobacco leaf extract,tobacco leaf extract
http://purl.obolibrary.org/obo/DRON_00020130,toceranib,toceranib
http://purl.obolibrary.org/obo/DRON_00017563,Tocopherols,tocopherols
http://purl.obolibrary.org/obo/DRON_00016963,tocophersolan,tocophersolan
http://purl.obolibrary.org/obo/DRON_00018442,"TOCOPHERYL ACID SUCCINATE,D-ALPHA","tocopheryl acid succinate,d-alpha"
http://purl.obolibrary.org/obo/DRON_00020140,Tocotrienols,tocotrienols
http://purl.obolibrary.org/obo/DRON_00817878,toldimfos,toldimfos
http://purl.obolibrary.org/obo/DRON_00012689,Tolperisone,tolperisone
http://purl.obolibrary.org/obo/DRON_00020110,Tolu balsam,tolu balsam
http://purl.obolibrary.org/obo/DRON_00019551,tomato allergenic extract,tomato allergenic extract
http://purl.obolibrary.org/obo/DRON_00015966,TORMENTIL,tormentil
http://purl.obolibrary.org/obo/DRON_00013004,torsemide,torsemide
http://purl.obolibrary.org/obo/DRON_00019031,tositumomab,tositumomab
http://purl.obolibrary.org/obo/DRON_00019402,tourmaline,tourmaline
http://purl.obolibrary.org/obo/DRON_00020169,tragacanth allergenic extract,tragacanth allergenic extract
http://purl.obolibrary.org/obo/DRON_00013025,trastuzumab,trastuzumab
http://purl.obolibrary.org/obo/DRON_00019241,tree of heaven pollen extract,tree of heaven pollen extract
http://purl.obolibrary.org/obo/DRON_00010981,triazulenone,triazulenone
http://purl.obolibrary.org/obo/DRON_00013730,Tribasic potassium phosphate,tribasic potassium phosphate
http://purl.obolibrary.org/obo/DRON_00015995,TRICARBAURINIUM,tricarbaurinium
http://purl.obolibrary.org/obo/DRON_00013092,trichlorotrifluoroethane,trichlorotrifluoroethane
http://purl.obolibrary.org/obo/DRON_00019835,Trichoderma harzianum extract,trichoderma harzianum extract
http://purl.obolibrary.org/obo/DRON_00019836,Trichoderma viride allergenic extract,trichoderma viride allergenic extract
http://purl.obolibrary.org/obo/DRON_00018765,Trichophyton antigen,trichophyton antigen
http://purl.obolibrary.org/obo/DRON_00019491,Trichophyton mentagrophytes extract,trichophyton mentagrophytes extract
http://purl.obolibrary.org/obo/DRON_00019837,Trichophyton rubrum allergenic extract,trichophyton rubrum allergenic extract
http://purl.obolibrary.org/obo/DRON_00019838,Trichophyton schoenleinii allergenic extract,trichophyton schoenleinii allergenic extract
http://purl.obolibrary.org/obo/DRON_00020076,Trichophyton tonsurans allergenic extract,trichophyton tonsurans allergenic extract
http://purl.obolibrary.org/obo/DRON_00831725,Trichothecium roseum allergenic extract,trichothecium roseum allergenic extract
http://purl.obolibrary.org/obo/DRON_00019839,Trichothecium roseum extract,trichothecium roseum extract
http://purl.obolibrary.org/obo/DRON_00845275,triclabendazole,triclabendazole
http://purl.obolibrary.org/obo/DRON_00018343,TRICOPHYTON PREPARATION,tricophyton preparation
http://purl.obolibrary.org/obo/DRON_00011716,Trientine,trientine
http://purl.obolibrary.org/obo/DRON_00013873,TRIETHANOLAMINE POLYPEPTIDE OLEATE CONDENSATE,triethanolamine polypeptide oleate condensate
http://purl.obolibrary.org/obo/DRON_00865533,trifarotene,trifarotene
http://purl.obolibrary.org/obo/DRON_00011719,triflusal,triflusal
http://purl.obolibrary.org/obo/DRON_00016028,Trimebutine,trimebutine
http://purl.obolibrary.org/obo/DRON_00016031,Trimetazidine,trimetazidine
http://purl.obolibrary.org/obo/DRON_00018556,TRIMETHOXYBENZENE,trimethoxybenzene
http://purl.obolibrary.org/obo/DRON_00015879,trimethylphloroglucinol,trimethylphloroglucinol
http://purl.obolibrary.org/obo/DRON_00012223,trisodium citrate,trisodium citrate
http://purl.obolibrary.org/obo/DRON_00013510,trisulfapyrimidine,trisulfapyrimidine
http://purl.obolibrary.org/obo/DRON_00750809,troclosene,troclosene
http://purl.obolibrary.org/obo/DRON_00018200,trolamine salicylate,trolamine salicylate
http://purl.obolibrary.org/obo/DRON_00010059,Tromethamine,tromethamine
http://purl.obolibrary.org/obo/DRON_00019796,trout allergenic extract,trout allergenic extract
http://purl.obolibrary.org/obo/DRON_00016702,troxerutin,troxerutin
http://purl.obolibrary.org/obo/DRON_00020289,tulathromycin,tulathromycin
http://purl.obolibrary.org/obo/DRON_00013060,tulobuterol,tulobuterol
http://purl.obolibrary.org/obo/DRON_00019552,tuna allergenic extract,tuna allergenic extract
http://purl.obolibrary.org/obo/DRON_00019765,turkey allergenic extract,turkey allergenic extract
http://purl.obolibrary.org/obo/DRON_00020104,Turmeric extract,turmeric extract
http://purl.obolibrary.org/obo/DRON_00019764,turnip allergenic extract,turnip allergenic extract
http://purl.obolibrary.org/obo/DRON_00018199,Turpentine,turpentine
http://purl.obolibrary.org/obo/DRON_00019005,Typhoid Vaccine Live Ty21a,typhoid vaccine live ty21a
http://purl.obolibrary.org/obo/DRON_00020300,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain","typhoid vi polysaccharide vaccine, s typhi ty2 strain"
http://purl.obolibrary.org/obo/DRON_00016022,Tyrothricin,tyrothricin
http://purl.obolibrary.org/obo/DRON_00019914,ulipristal,ulipristal
http://purl.obolibrary.org/obo/DRON_00013735,"Ultralente Insulin, Beef","ultralente insulin, beef"
http://purl.obolibrary.org/obo/DRON_00014285,"Ultralente Insulin, Beef-Pork","ultralente insulin, beef-pork"
http://purl.obolibrary.org/obo/DRON_00013753,"Ultralente Insulin, Human","ultralente insulin, human"
http://purl.obolibrary.org/obo/DRON_00020301,Undecylenate,undecylenate
http://purl.obolibrary.org/obo/DRON_00865532,upadacitinib,upadacitinib
http://purl.obolibrary.org/obo/DRON_00011761,Uracil Mustard,uracil mustard
http://purl.obolibrary.org/obo/DRON_00016065,Uranium,uranium
http://purl.obolibrary.org/obo/DRON_00013699,Urea [14C],urea [14c]
http://purl.obolibrary.org/obo/DRON_00013592,Urofollitropin,urofollitropin
http://purl.obolibrary.org/obo/DRON_00013611,Urokinase,urokinase
http://purl.obolibrary.org/obo/DRON_00018576,Urtica preparation,urtica preparation
http://purl.obolibrary.org/obo/DRON_00019465,ustekinumab,ustekinumab
http://purl.obolibrary.org/obo/DRON_00019362,Utah juniper pollen extract,utah juniper pollen extract
http://purl.obolibrary.org/obo/DRON_00800935,Vaborbactam,vaborbactam
http://purl.obolibrary.org/obo/DRON_00016072,VALEPOTRIATE,valepotriate
http://purl.obolibrary.org/obo/DRON_00017718,valerian root extract,valerian root extract
http://purl.obolibrary.org/obo/DRON_00020092,valley oak pollen extract,valley oak pollen extract
http://purl.obolibrary.org/obo/DRON_00015300,Vanadium,vanadium
http://purl.obolibrary.org/obo/DRON_00019723,vanilla bean allergenic extract,vanilla bean allergenic extract
http://purl.obolibrary.org/obo/DRON_00013520,vanillyl-N-nonylamide,vanillyl-n-nonylamide
http://purl.obolibrary.org/obo/DRON_00803387,Varicella zoster virus glycoprotein E,varicella zoster virus glycoprotein e
http://purl.obolibrary.org/obo/DRON_00011823,varicella-zoster immune globulin,varicella-zoster immune globulin
http://purl.obolibrary.org/obo/DRON_00020222,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain,varicella-zoster virus vaccine live (oka-merck) strain
http://purl.obolibrary.org/obo/DRON_00019969,veal allergenic extract,veal allergenic extract
http://purl.obolibrary.org/obo/DRON_00723863,vedolizumab,vedolizumab
http://purl.obolibrary.org/obo/DRON_00019756,velaglucerase alfa,velaglucerase alfa
http://purl.obolibrary.org/obo/DRON_00019349,velvet grass pollen extract,velvet grass pollen extract
http://purl.obolibrary.org/obo/DRON_00019802,venison allergenic extract,venison allergenic extract
http://purl.obolibrary.org/obo/DRON_00018564,Veratrum Viride Preparation,veratrum viride preparation
http://purl.obolibrary.org/obo/DRON_00019842,Verticillium albo-atrum extract,verticillium albo-atrum extract
http://purl.obolibrary.org/obo/DRON_00807838,Vestronidase alfa,vestronidase alfa
http://purl.obolibrary.org/obo/DRON_00013365,Vibrio cholerae serotype Inaba,vibrio cholerae serotype inaba
http://purl.obolibrary.org/obo/DRON_00013366,Vibrio cholerae serotype Ogawa,vibrio cholerae serotype ogawa
http://purl.obolibrary.org/obo/DRON_00012695,Vidarabine,vidarabine
http://purl.obolibrary.org/obo/DRON_00016079,Viloxazine,viloxazine
http://purl.obolibrary.org/obo/DRON_00016082,vinburnine,vinburnine
http://purl.obolibrary.org/obo/DRON_00020279,vincristine liposome,vincristine liposome
http://purl.obolibrary.org/obo/DRON_00018611,Viscum album preparation,viscum album preparation
http://purl.obolibrary.org/obo/DRON_00020192,vitamin D3,vitamin d3
http://purl.obolibrary.org/obo/DRON_00017484,Vitamin K 2,vitamin k 2
http://purl.obolibrary.org/obo/DRON_00012734,Vitamin K 3,vitamin k 3
http://purl.obolibrary.org/obo/DRON_00018977,Vitis extract,vitis extract
http://purl.obolibrary.org/obo/DRON_00730810,von Willebrand factor,von willebrand factor
http://purl.obolibrary.org/obo/DRON_00019165,von Willebrand Factor (Human),von willebrand factor (human)
http://purl.obolibrary.org/obo/DRON_00763728,vonicog alfa,vonicog alfa
http://purl.obolibrary.org/obo/DRON_00807843,voretigene neparvovec,voretigene neparvovec
http://purl.obolibrary.org/obo/DRON_00867636,Voxelotor,voxelotor
http://purl.obolibrary.org/obo/DRON_00793499,voxilaprevir,voxilaprevir
http://purl.obolibrary.org/obo/DRON_00019942,wasabi preparation,wasabi preparation
http://purl.obolibrary.org/obo/DRON_00018413,WASP VENOM PROTEIN,wasp venom protein
http://purl.obolibrary.org/obo/DRON_00019292,water birch pollen extract,water birch pollen extract
http://purl.obolibrary.org/obo/DRON_00019983,water oak pollen extract,water oak pollen extract
http://purl.obolibrary.org/obo/DRON_00019963,watercress allergenic extract,watercress allergenic extract
http://purl.obolibrary.org/obo/DRON_00018386,Watercress preparation,watercress preparation
http://purl.obolibrary.org/obo/DRON_00019720,watermelon allergenic extract,watermelon allergenic extract
http://purl.obolibrary.org/obo/DRON_00018415,Watermelon Preparation,watermelon preparation
http://purl.obolibrary.org/obo/DRON_00020120,weakleaf bur ragweed pollen extract,weakleaf bur ragweed pollen extract
http://purl.obolibrary.org/obo/DRON_00020002,western black willow pollen extract,western black willow pollen extract
http://purl.obolibrary.org/obo/DRON_00019360,western juniper pollen extract,western juniper pollen extract
http://purl.obolibrary.org/obo/DRON_00019612,western ragweed pollen extract,western ragweed pollen extract
http://purl.obolibrary.org/obo/DRON_00019386,western sycamore pollen extract,western sycamore pollen extract
http://purl.obolibrary.org/obo/DRON_00019251,western waterhemp pollen extract,western waterhemp pollen extract
http://purl.obolibrary.org/obo/DRON_00019372,western wheatgrass pollen extract,western wheatgrass pollen extract
http://purl.obolibrary.org/obo/DRON_00019698,western white pine pollen extract,western white pine pollen extract
http://purl.obolibrary.org/obo/DRON_00020246,western yellowjacket venom protein,western yellowjacket venom protein
http://purl.obolibrary.org/obo/DRON_00019972,wheat bran allergenic extract,wheat bran allergenic extract
http://purl.obolibrary.org/obo/DRON_00020134,WHEAT DEXTRIN,wheat dextrin
http://purl.obolibrary.org/obo/DRON_00012871,Wheat germ oil,wheat germ oil
http://purl.obolibrary.org/obo/DRON_00019841,wheat loose smut extract,wheat loose smut extract
http://purl.obolibrary.org/obo/DRON_00019492,wheat pollen extract,wheat pollen extract
http://purl.obolibrary.org/obo/DRON_00019321,wheat rust extract,wheat rust extract
http://purl.obolibrary.org/obo/DRON_00019389,wheat smut allergenic extract,wheat smut allergenic extract
http://purl.obolibrary.org/obo/DRON_00019900,wheat stem rust extract,wheat stem rust extract
http://purl.obolibrary.org/obo/DRON_00020000,white (mexican) dock pollen extract,white (mexican) dock pollen extract
http://purl.obolibrary.org/obo/DRON_00019246,white alder pollen extract,white alder pollen extract
http://purl.obolibrary.org/obo/DRON_00019685,white ash pollen extract,white ash pollen extract
http://purl.obolibrary.org/obo/DRON_00019843,white catfish allergenic extract,white catfish allergenic extract
http://purl.obolibrary.org/obo/DRON_00019721,white fish allergenic extract,white fish allergenic extract
http://purl.obolibrary.org/obo/DRON_00019666,white hickory pollen extract,white hickory pollen extract
http://purl.obolibrary.org/obo/DRON_00019973,white kidney bean allergenic extract,white kidney bean allergenic extract
http://purl.obolibrary.org/obo/DRON_00018848,white kidney bean extract,white kidney bean extract
http://purl.obolibrary.org/obo/DRON_00019624,white mulberry pollen extract,white mulberry pollen extract
http://purl.obolibrary.org/obo/DRON_00837861,white mustard seed allergenic extract,white mustard seed allergenic extract
http://purl.obolibrary.org/obo/DRON_00020154,white oak pollen extract,white oak pollen extract
http://purl.obolibrary.org/obo/DRON_00019967,white pepper allergenic extract,white pepper allergenic extract
http://purl.obolibrary.org/obo/DRON_00019707,white poplar pollen extract,white poplar pollen extract
http://purl.obolibrary.org/obo/DRON_00019781,white seedless grape allergenic extract,white seedless grape allergenic extract
http://purl.obolibrary.org/obo/DRON_00020256,white spirit type 1,white spirit type 1
http://purl.obolibrary.org/obo/DRON_00020109,white sweet clover pollen extract,white sweet clover pollen extract
http://purl.obolibrary.org/obo/DRON_00018387,WHITE WILLOW BARK,white willow bark
http://purl.obolibrary.org/obo/DRON_00019831,white-rot fungus extract,white-rot fungus extract
http://purl.obolibrary.org/obo/DRON_00019599,white-tailed deer hair extract,white-tailed deer hair extract
http://purl.obolibrary.org/obo/DRON_00019724,whole wheat allergenic extract,whole wheat allergenic extract
