s,l,lcl
http://purl.obolibrary.org/obo/DRON_00019134,"Influenza Virus Vaccine, Inactivated, B-Florida-4-2006-like virus (B-Florida-4-2006) strain","influenza virus vaccine, inactivated, b-florida-4-2006-like virus (b-florida-4-2006) strain"
http://purl.obolibrary.org/obo/DRON_00019129,"Influenza Virus Vaccine, Inactivated, Influenza B (B-Florida-4-2006) strain","influenza virus vaccine, inactivated, influenza b (b-florida-4-2006) strain"
http://purl.obolibrary.org/obo/DRON_00019912,"Influenza Virus Vaccine, Live Attenuated, A-California-7-2009 (H1N1) strain","influenza virus vaccine, live attenuated, a-california-7-2009 (h1n1) strain"
http://purl.obolibrary.org/obo/DRON_00019913,"Influenza Virus Vaccine, Live Attenuated, A-Perth-16-2009 (H3N2) strain","influenza virus vaccine, live attenuated, a-perth-16-2009 (h3n2) strain"
http://purl.obolibrary.org/obo/DRON_00019444,"Influenza Virus Vaccine, Live Attenuated, A-South Dakota-6-2007 (H1N1) (A-Brisbane-59-2007-like) strain","influenza virus vaccine, live attenuated, a-south dakota-6-2007 (h1n1) (a-brisbane-59-2007-like) strain"
http://purl.obolibrary.org/obo/DRON_00019445,"Influenza Virus Vaccine, Live Attenuated, A-Uruguay -716-2007 (H3N2) (A-Brisbane-10-2007-like) strain","influenza virus vaccine, live attenuated, a-uruguay -716-2007 (h3n2) (a-brisbane-10-2007-like) strain"
http://purl.obolibrary.org/obo/DRON_00019911,"Influenza Virus Vaccine, Live Attenuated, B-Brisbane-60-2008 strain","influenza virus vaccine, live attenuated, b-brisbane-60-2008 strain"
http://purl.obolibrary.org/obo/DRON_00019138,"Influenza Virus Vaccine, Live Attenuated, B-Florida-4-2006 strain","influenza virus vaccine, live attenuated, b-florida-4-2006 strain"
http://purl.obolibrary.org/obo/DRON_00017152,Inosine Pranobex,inosine pranobex
http://purl.obolibrary.org/obo/DRON_00010655,Inosinic Acid,inosinic acid
http://purl.obolibrary.org/obo/DRON_00831743,inotersen,inotersen
http://purl.obolibrary.org/obo/DRON_00793504,inotuzumab ozogamicin,inotuzumab ozogamicin
http://purl.obolibrary.org/obo/DRON_00018946,Insoluble berlin blue stain,insoluble berlin blue stain
http://purl.obolibrary.org/obo/DRON_00730855,insulin degludec,insulin degludec
http://purl.obolibrary.org/obo/DRON_00017626,insulin detemir,insulin detemir
http://purl.obolibrary.org/obo/DRON_00019221,Insulin Glargine,insulin glargine
http://purl.obolibrary.org/obo/DRON_00019008,"insulin human, rDNA origin","insulin human, rdna origin"
http://purl.obolibrary.org/obo/DRON_00017625,Insulin Lispro,insulin lispro
http://purl.obolibrary.org/obo/DRON_00019219,"Insulin, Aspart Protamine, Human","insulin, aspart protamine, human"
http://purl.obolibrary.org/obo/DRON_00017627,"Insulin, Aspart, Human","insulin, aspart, human"
http://purl.obolibrary.org/obo/DRON_00019222,"Insulin, Glulisine, Human","insulin, glulisine, human"
http://purl.obolibrary.org/obo/DRON_00723866,"insulin, isophane","insulin, isophane"
http://purl.obolibrary.org/obo/DRON_00013749,"Insulin, Prompt Zinc, Beef","insulin, prompt zinc, beef"
http://purl.obolibrary.org/obo/DRON_00014286,"Insulin, Prompt Zinc, Beef-Pork","insulin, prompt zinc, beef-pork"
http://purl.obolibrary.org/obo/DRON_00015122,"Insulin, Prompt Zinc, Human","insulin, prompt zinc, human"
http://purl.obolibrary.org/obo/DRON_00013776,"Insulin, Prompt Zinc, Pork","insulin, prompt zinc, pork"
http://purl.obolibrary.org/obo/DRON_00019220,"Insulin, Protamine Lispro, Human","insulin, protamine lispro, human"
http://purl.obolibrary.org/obo/DRON_00013751,"insulin, protamine zinc, beef","insulin, protamine zinc, beef"
http://purl.obolibrary.org/obo/DRON_00018697,"Insulin, Protamine Zinc, Beef-Pork","insulin, protamine zinc, beef-pork"
http://purl.obolibrary.org/obo/DRON_00013752,"Insulin, Protamine Zinc, Human","insulin, protamine zinc, human"
http://purl.obolibrary.org/obo/DRON_00013750,"Insulin, Protamine Zinc, Pork","insulin, protamine zinc, pork"
http://purl.obolibrary.org/obo/DRON_00018592,"Insulin, Regular, Beef","insulin, regular, beef"
http://purl.obolibrary.org/obo/DRON_00016169,"insulin, regular, beef-pork","insulin, regular, beef-pork"
http://purl.obolibrary.org/obo/DRON_00013682,"Insulin, Regular, Pork","insulin, regular, pork"
http://purl.obolibrary.org/obo/DRON_00018729,"Insulin, Zinc, Human","insulin, zinc, human"
http://purl.obolibrary.org/obo/DRON_00016230,"Insulin, Zinc, Pork","insulin, zinc, pork"
http://purl.obolibrary.org/obo/DRON_00017633,Interferon Alfa-2b,interferon alfa-2b
http://purl.obolibrary.org/obo/DRON_00013637,Interferon Alfa-n1,interferon alfa-n1
http://purl.obolibrary.org/obo/DRON_00018846,Interferon Alfa-n3,interferon alfa-n3
http://purl.obolibrary.org/obo/DRON_00017204,interferon alfacon-1,interferon alfacon-1
http://purl.obolibrary.org/obo/DRON_00016925,Interferon beta-1a,interferon beta-1a
http://purl.obolibrary.org/obo/DRON_00016269,Interferon Type II,interferon type ii
http://purl.obolibrary.org/obo/DRON_00015146,Interferon-beta,interferon-beta
http://purl.obolibrary.org/obo/DRON_00010007,Intramuscular immunoglobulin,intramuscular immunoglobulin
http://purl.obolibrary.org/obo/DRON_00016981,Intrinsic factor,intrinsic factor
http://purl.obolibrary.org/obo/DRON_00013757,invert sugar,invert sugar
http://purl.obolibrary.org/obo/DRON_00827257,iobenguane I-131,iobenguane i-131
http://purl.obolibrary.org/obo/DRON_00010118,iocetamic acid,iocetamic acid
http://purl.obolibrary.org/obo/DRON_00019242,iodine bush pollen extract,iodine bush pollen extract
http://purl.obolibrary.org/obo/DRON_00018925,iodine povacrylex,iodine povacrylex
http://purl.obolibrary.org/obo/DRON_00017245,iodine-131-tositumomab,iodine-131-tositumomab
http://purl.obolibrary.org/obo/DRON_00016270,Iodipamide,iodipamide
http://purl.obolibrary.org/obo/DRON_00018783,Iodophors,iodophors
http://purl.obolibrary.org/obo/DRON_00012825,iodoxamid,iodoxamid
http://purl.obolibrary.org/obo/DRON_00018466,IOPANOATE SODIUM,iopanoate sodium
http://purl.obolibrary.org/obo/DRON_00012830,Iophendylate,iophendylate
http://purl.obolibrary.org/obo/DRON_00016268,Ioxaglate,ioxaglate
http://purl.obolibrary.org/obo/DRON_00013452,Ipecac,ipecac
http://purl.obolibrary.org/obo/DRON_00020050,ipilimumab,ipilimumab
http://purl.obolibrary.org/obo/DRON_00750858,irinotecan liposomal,irinotecan liposomal
http://purl.obolibrary.org/obo/DRON_00014288,IRON BILE SALTS,iron bile salts
http://purl.obolibrary.org/obo/DRON_00016360,Iron polysaccharide,iron polysaccharide
http://purl.obolibrary.org/obo/DRON_00018024,iron protein succinylate,iron protein succinylate
http://purl.obolibrary.org/obo/DRON_00016129,iron succinyl milk protein complex,iron succinyl milk protein complex
http://purl.obolibrary.org/obo/DRON_00012957,"IRON,PEPTONIZED","iron,peptonized"
http://purl.obolibrary.org/obo/DRON_00018030,Iron-Dextran Complex,iron-dextran complex
http://purl.obolibrary.org/obo/DRON_00010130,iso-sulfan blue,iso-sulfan blue
http://purl.obolibrary.org/obo/DRON_00010126,Isocarboxazid,isocarboxazid
http://purl.obolibrary.org/obo/DRON_00750817,isoflupredone,isoflupredone
http://purl.obolibrary.org/obo/DRON_00010923,Isoflurophate,isoflurophate
http://purl.obolibrary.org/obo/DRON_00015569,ISOMYRTOL,isomyrtol
http://purl.obolibrary.org/obo/DRON_00015344,isopropyl myristate,isopropyl myristate
http://purl.obolibrary.org/obo/DRON_00010926,ISOSPAGLUMIC ACID,isospaglumic acid
http://purl.obolibrary.org/obo/DRON_00013649,Isoxsuprine,isoxsuprine
http://purl.obolibrary.org/obo/DRON_00014104,Ispaghula husk,ispaghula husk
http://purl.obolibrary.org/obo/DRON_00019986,Italian rye grass pollen extract,italian rye grass pollen extract
http://purl.obolibrary.org/obo/DRON_00750871,ixekizumab,ixekizumab
http://purl.obolibrary.org/obo/DRON_00019993,jack pine pollen extract,jack pine pollen extract
http://purl.obolibrary.org/obo/DRON_00019704,Japanese black pine pollen extract,japanese black pine pollen extract
http://purl.obolibrary.org/obo/DRON_00019214,"Japanese encephalitis virus vaccine, inactivated","japanese encephalitis virus vaccine, inactivated"
http://purl.obolibrary.org/obo/DRON_00020004,Jerusalem oak pollen extract,jerusalem oak pollen extract
http://purl.obolibrary.org/obo/DRON_00019285,Johnson grass pollen extract,johnson grass pollen extract
http://purl.obolibrary.org/obo/DRON_00020171,Johnson grass smut extract,johnson grass smut extract
http://purl.obolibrary.org/obo/DRON_00019281,Johnson grass smut pollen extract,johnson grass smut pollen extract
http://purl.obolibrary.org/obo/DRON_00010134,Juniper extract,juniper extract
http://purl.obolibrary.org/obo/DRON_00016756,juniper tar,juniper tar
http://purl.obolibrary.org/obo/DRON_00019339,jute fiber extract,jute fiber extract
http://purl.obolibrary.org/obo/DRON_00019322,kapok tree fiber extract,kapok tree fiber extract
http://purl.obolibrary.org/obo/DRON_00014131,Karaya Gum,karaya gum
http://purl.obolibrary.org/obo/DRON_00019769,karaya gum allergenic extract,karaya gum allergenic extract
http://purl.obolibrary.org/obo/DRON_00019367,karaya gum extract,karaya gum extract
http://purl.obolibrary.org/obo/DRON_00018660,Kava preparation,kava preparation
http://purl.obolibrary.org/obo/DRON_00016775,KAVA ROOT,kava root
http://purl.obolibrary.org/obo/DRON_00019100,Kelp preparation,kelp preparation
http://purl.obolibrary.org/obo/DRON_00019398,Kentucky bluegrass pollen extract,kentucky bluegrass pollen extract
http://purl.obolibrary.org/obo/DRON_00015196,keracyanin,keracyanin
http://purl.obolibrary.org/obo/DRON_00019546,Khuskia oryzae allergenic extract,khuskia oryzae allergenic extract
http://purl.obolibrary.org/obo/DRON_00019524,kidney bean allergenic extract,kidney bean allergenic extract
http://purl.obolibrary.org/obo/DRON_00015184,Kininogenase,kininogenase
http://purl.obolibrary.org/obo/DRON_00019947,kiwi fruit allergenic extract,kiwi fruit allergenic extract
http://purl.obolibrary.org/obo/DRON_00019364,Koelers grass pollen extract,koelers grass pollen extract
http://purl.obolibrary.org/obo/DRON_00017500,Korean ginseng preparation,korean ginseng preparation
http://purl.obolibrary.org/obo/DRON_00018403,KOREAN GINSENG ROOT,korean ginseng root
http://purl.obolibrary.org/obo/DRON_00016134,Korean Ginseng Root Extract,korean ginseng root extract
http://purl.obolibrary.org/obo/DRON_00019504,krill oil,krill oil
http://purl.obolibrary.org/obo/DRON_00019450,L-carnosine,l-carnosine
http://purl.obolibrary.org/obo/DRON_00020124,L-METHYLFOLATE,l-methylfolate
http://purl.obolibrary.org/obo/DRON_00019059,"L1 protein, Human papillomavirus type 11 Vaccine","l1 protein, human papillomavirus type 11 vaccine"
http://purl.obolibrary.org/obo/DRON_00019495,"L1 protein, Human papillomavirus type 16 Vaccine","l1 protein, human papillomavirus type 16 vaccine"
http://purl.obolibrary.org/obo/DRON_00019496,"L1 protein, Human papillomavirus type 18 Vaccine","l1 protein, human papillomavirus type 18 vaccine"
http://purl.obolibrary.org/obo/DRON_00019062,"L1 protein, Human papillomavirus type 6 Vaccine","l1 protein, human papillomavirus type 6 vaccine"
http://purl.obolibrary.org/obo/DRON_00013113,lachesine,lachesine
http://purl.obolibrary.org/obo/DRON_00016602,Lactase,lactase
http://purl.obolibrary.org/obo/DRON_00015086,Lactobacillus,lactobacillus
http://purl.obolibrary.org/obo/DRON_00018226,Lactobacillus acidophilus,lactobacillus acidophilus
http://purl.obolibrary.org/obo/DRON_00016828,Lactobacillus bifidus,lactobacillus bifidus
http://purl.obolibrary.org/obo/DRON_00018184,Lactobacillus bulgaricus,lactobacillus bulgaricus
http://purl.obolibrary.org/obo/DRON_00791692,Lactobacillus casei,lactobacillus casei
http://purl.obolibrary.org/obo/DRON_00018155,Lactobacillus casei rhamnosus,lactobacillus casei rhamnosus
http://purl.obolibrary.org/obo/DRON_00020259,Lactobacillus reuteri,lactobacillus reuteri
http://purl.obolibrary.org/obo/DRON_00020293,Lactobacillus rhamnosus GG,lactobacillus rhamnosus gg
http://purl.obolibrary.org/obo/DRON_00020133,Lactobacillus sp,lactobacillus sp
http://purl.obolibrary.org/obo/DRON_00020216,Lactobacillus Sporogenes,lactobacillus sporogenes
http://purl.obolibrary.org/obo/DRON_00019770,lamb allergenic extract,lamb allergenic extract
http://purl.obolibrary.org/obo/DRON_00019307,lambs quarters pollen extract,lambs quarters pollen extract
http://purl.obolibrary.org/obo/DRON_00831731,lanadelumab,lanadelumab
http://purl.obolibrary.org/obo/DRON_00018209,Lanolin,lanolin
http://purl.obolibrary.org/obo/DRON_00016132,lanthanum carbonate,lanthanum carbonate
http://purl.obolibrary.org/obo/DRON_00016008,lapyrium,lapyrium
http://purl.obolibrary.org/obo/DRON_00020057,Largemouth bass allergenic extract,largemouth bass allergenic extract
http://purl.obolibrary.org/obo/DRON_00018694,Laronidase,laronidase
http://purl.obolibrary.org/obo/DRON_00837868,larotrectinib,larotrectinib
http://purl.obolibrary.org/obo/DRON_00862683,lasmiditan,lasmiditan
http://purl.obolibrary.org/obo/DRON_00803388,Latanoprostene Bunod,latanoprostene bunod
http://purl.obolibrary.org/obo/DRON_00011832,Latrodectus mactans antivenin,latrodectus mactans antivenin
http://purl.obolibrary.org/obo/DRON_00016469,laureth-9,laureth-9
http://purl.obolibrary.org/obo/DRON_00018775,Lauromacrogols,lauromacrogols
http://purl.obolibrary.org/obo/DRON_00019948,leek allergenic extract,leek allergenic extract
http://purl.obolibrary.org/obo/DRON_00862676,Lefamulin,lefamulin
http://purl.obolibrary.org/obo/DRON_00018827,Legume preparation,legume preparation
http://purl.obolibrary.org/obo/DRON_00019735,lemon allergenic extract,lemon allergenic extract
http://purl.obolibrary.org/obo/DRON_00013023,lenograstim,lenograstim
http://purl.obolibrary.org/obo/DRON_00019277,lens scale pollen extract,lens scale pollen extract
http://purl.obolibrary.org/obo/DRON_00013732,"Lente Insulin, Beef","lente insulin, beef"
http://purl.obolibrary.org/obo/DRON_00018607,"Lente Insulin, Beef-Pork","lente insulin, beef-pork"
http://purl.obolibrary.org/obo/DRON_00019646,lentil allergenic extract,lentil allergenic extract
http://purl.obolibrary.org/obo/DRON_00803389,letermovir,letermovir
http://purl.obolibrary.org/obo/DRON_00019647,lettuce allergenic extract,lettuce allergenic extract
http://purl.obolibrary.org/obo/DRON_00837855,lettuce whole allergenic extract,lettuce whole allergenic extract
http://purl.obolibrary.org/obo/DRON_00018590,Levobetaxolol,levobetaxolol
http://purl.obolibrary.org/obo/DRON_00019004,levocetirizine,levocetirizine
http://purl.obolibrary.org/obo/DRON_00019501,levoleucovorin,levoleucovorin
http://purl.obolibrary.org/obo/DRON_00769184,LEVOMEFOLATE,levomefolate
http://purl.obolibrary.org/obo/DRON_00012447,Levomethadyl,levomethadyl
http://purl.obolibrary.org/obo/DRON_00013804,Levonordefrin,levonordefrin
http://purl.obolibrary.org/obo/DRON_00016298,Levorotatory alkaloids of belladonna,levorotatory alkaloids of belladonna
http://purl.obolibrary.org/obo/DRON_00015221,levulinic acid,levulinic acid
http://purl.obolibrary.org/obo/DRON_00018111,Licorice,licorice
http://purl.obolibrary.org/obo/DRON_00019949,licorice allergenic extract,licorice allergenic extract
http://purl.obolibrary.org/obo/DRON_00012319,LICORICE ROOT,licorice root
http://purl.obolibrary.org/obo/DRON_00014409,licorice root extract,licorice root extract
http://purl.obolibrary.org/obo/DRON_00014061,Lidoflazine,lidoflazine
http://purl.obolibrary.org/obo/DRON_00018440,LILIUM LONGIFLORIUM,lilium longiflorium
http://purl.obolibrary.org/obo/DRON_00019525,lima bean allergenic extract,lima bean allergenic extract
http://purl.obolibrary.org/obo/DRON_00019959,lime allergenic extract,lime allergenic extract
http://purl.obolibrary.org/obo/DRON_00019272,linden pollen extract,linden pollen extract
http://purl.obolibrary.org/obo/DRON_00019985,"Linoleic Acids, Conjugated","linoleic acids, conjugated"
http://purl.obolibrary.org/obo/DRON_00018166,Linseed Oil,linseed oil
http://purl.obolibrary.org/obo/DRON_00017219,Lipase,lipase
http://purl.obolibrary.org/obo/DRON_00730823,lipegfilgrastim,lipegfilgrastim
http://purl.obolibrary.org/obo/DRON_00012249,Lipotropic Agents,lipotropic agents
http://purl.obolibrary.org/obo/DRON_00018983,Lithium Aspartate,lithium aspartate
http://purl.obolibrary.org/obo/DRON_00010968,lithium citrate,lithium citrate
http://purl.obolibrary.org/obo/DRON_00015193,lithium gluconate,lithium gluconate
http://purl.obolibrary.org/obo/DRON_00015195,LITHIUM HYDROGEN ASPARTATE,lithium hydrogen aspartate
http://purl.obolibrary.org/obo/DRON_00015197,lithium succinate,lithium succinate
http://purl.obolibrary.org/obo/DRON_00020062,littleseed canary grass pollen extract,littleseed canary grass pollen extract
http://purl.obolibrary.org/obo/DRON_00019483,live oak pollen extract,live oak pollen extract
http://purl.obolibrary.org/obo/DRON_00016575,Liver Extract,liver extract
http://purl.obolibrary.org/obo/DRON_00019902,liver stomach concentrate,liver stomach concentrate
http://purl.obolibrary.org/obo/DRON_00012448,"LIVER,DESICCATED","liver,desiccated"
http://purl.obolibrary.org/obo/DRON_00019703,loblolly pine pollen extract,loblolly pine pollen extract
http://purl.obolibrary.org/obo/DRON_00019559,lobster allergenic extract,lobster allergenic extract
http://purl.obolibrary.org/obo/DRON_00019696,lodgepole pine pollen extract,lodgepole pine pollen extract
http://purl.obolibrary.org/obo/DRON_00019706,Lombard poplar pollen extract,lombard poplar pollen extract
http://purl.obolibrary.org/obo/DRON_00013524,lomifylline,lomifylline
http://purl.obolibrary.org/obo/DRON_00019987,longleaf pine pollen extract,longleaf pine pollen extract
http://purl.obolibrary.org/obo/DRON_00814520,lotilaner,lotilaner
http://purl.obolibrary.org/obo/DRON_00018849,lubiprostone,lubiprostone
http://purl.obolibrary.org/obo/DRON_00020224,lucinactant,lucinactant
http://purl.obolibrary.org/obo/DRON_00865536,luspatercept,luspatercept
http://purl.obolibrary.org/obo/DRON_00013765,LUTEIN ESTERS,lutein esters
http://purl.obolibrary.org/obo/DRON_00814519,Lutetium,lutetium
http://purl.obolibrary.org/obo/DRON_00018682,Lutropin alfa,lutropin alfa
http://purl.obolibrary.org/obo/DRON_00016675,lyapolate,lyapolate
http://purl.obolibrary.org/obo/DRON_00016926,Lyme Disease Vaccine,lyme disease vaccine
http://purl.obolibrary.org/obo/DRON_00015250,Lymphocyte immune globulin,lymphocyte immune globulin
http://purl.obolibrary.org/obo/DRON_00018533,"LYMPHOCYTE IMMUNE GLOBULIN, ANTI-THYMOCYTE G","lymphocyte immune globulin, anti-thymocyte g"
http://purl.obolibrary.org/obo/DRON_00013783,"Lymphocyte Immune Globulin, Anti-Thymocyte Globulin","lymphocyte immune globulin, anti-thymocyte globulin"
http://purl.obolibrary.org/obo/DRON_00019023,Maca preparation,maca preparation
http://purl.obolibrary.org/obo/DRON_00019960,macadamia nut allergenic extract,macadamia nut allergenic extract
http://purl.obolibrary.org/obo/DRON_00019797,mackerel allergenic extract,mackerel allergenic extract
http://purl.obolibrary.org/obo/DRON_00015259,magaldrate,magaldrate
http://purl.obolibrary.org/obo/DRON_00018773,magnesium amino acid chelate,magnesium amino acid chelate
http://purl.obolibrary.org/obo/DRON_00017806,Magnesium Aspartate,magnesium aspartate
http://purl.obolibrary.org/obo/DRON_00015650,MAGNESIUM GLUCONATE,magnesium gluconate
http://purl.obolibrary.org/obo/DRON_00015216,MAGNESIUM GLUCONOGLUCEPTATE,magnesium gluconogluceptate
http://purl.obolibrary.org/obo/DRON_00015217,MAGNESIUM GLUTAMATE,magnesium glutamate
http://purl.obolibrary.org/obo/DRON_00020217,Magnesium glycinate,magnesium glycinate
http://purl.obolibrary.org/obo/DRON_00015258,Magnesium lactate,magnesium lactate
http://purl.obolibrary.org/obo/DRON_00018732,Magnesium malate,magnesium malate
http://purl.obolibrary.org/obo/DRON_00017617,magnesium orotate,magnesium orotate
http://purl.obolibrary.org/obo/DRON_00015254,magnesium phosphate,magnesium phosphate
http://purl.obolibrary.org/obo/DRON_00015226,Magnesium Pidolate,magnesium pidolate
http://purl.obolibrary.org/obo/DRON_00015372,MAGNESIUM THIOSULFATE,magnesium thiosulfate
http://purl.obolibrary.org/obo/DRON_00018161,magnesium trisilicate,magnesium trisilicate
http://purl.obolibrary.org/obo/DRON_00011850,"MAGNESIUM, CHELATED","magnesium, chelated"
http://purl.obolibrary.org/obo/DRON_00017808,Malt soup extract,malt soup extract
http://purl.obolibrary.org/obo/DRON_00013002,MANGAFODIPIR,mangafodipir
http://purl.obolibrary.org/obo/DRON_00011013,MANGANESE ASPARTATE,manganese aspartate
http://purl.obolibrary.org/obo/DRON_00018736,MANGANESE CITRATE,manganese citrate
http://purl.obolibrary.org/obo/DRON_00018267,MANGANESE GLUCONATE,manganese gluconate
http://purl.obolibrary.org/obo/DRON_00018252,manganese sulfate,manganese sulfate
http://purl.obolibrary.org/obo/DRON_00019961,mango allergenic extract,mango allergenic extract
http://purl.obolibrary.org/obo/DRON_00019932,mango blossom pollen extract,mango blossom pollen extract
http://purl.obolibrary.org/obo/DRON_00019705,maple leaf sycamore pollen extract,maple leaf sycamore pollen extract
http://purl.obolibrary.org/obo/DRON_00019498,maropitant,maropitant
http://purl.obolibrary.org/obo/DRON_00019248,meadow fescue grass pollen extract,meadow fescue grass pollen extract
http://purl.obolibrary.org/obo/DRON_00016277,Measles Vaccine,measles vaccine
http://purl.obolibrary.org/obo/DRON_00020221,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain","measles virus vaccine live, enders' attenuated edmonston strain"
http://purl.obolibrary.org/obo/DRON_00012733,"MEASLES VIRUS VACCINE,LIVE ATTENUATED","measles virus vaccine,live attenuated"
http://purl.obolibrary.org/obo/DRON_00015237,mebeverine,mebeverine
http://purl.obolibrary.org/obo/DRON_00011023,mebhydroline,mebhydroline
http://purl.obolibrary.org/obo/DRON_00018843,mecasermin,mecasermin
http://purl.obolibrary.org/obo/DRON_00018851,mecasermin rinfabate,mecasermin rinfabate
http://purl.obolibrary.org/obo/DRON_00018872,Meclofenamate,meclofenamate
http://purl.obolibrary.org/obo/DRON_00015243,mecysteine,mecysteine
http://purl.obolibrary.org/obo/DRON_00011099,Medigoxin,medigoxin
http://purl.obolibrary.org/obo/DRON_00016478,Mefenamate,mefenamate
http://purl.obolibrary.org/obo/DRON_00015261,MEFENIDRAMIUM,mefenidramium
http://purl.obolibrary.org/obo/DRON_00018733,meglumine antimoniate,meglumine antimoniate
http://purl.obolibrary.org/obo/DRON_00017156,MEGLUMINE BENZOATE,meglumine benzoate
http://purl.obolibrary.org/obo/DRON_00016761,Meglumine iotroxinate,meglumine iotroxinate
http://purl.obolibrary.org/obo/DRON_00012918,meglumine ioxithalamate,meglumine ioxithalamate
http://purl.obolibrary.org/obo/DRON_00019978,melarsomine,melarsomine
http://purl.obolibrary.org/obo/DRON_00014016,Meningitis vaccine,meningitis vaccine
http://purl.obolibrary.org/obo/DRON_00013702,meningococcal group A polysaccharide,meningococcal group a polysaccharide
http://purl.obolibrary.org/obo/DRON_00750829,meningococcal group B vaccine,meningococcal group b vaccine
http://purl.obolibrary.org/obo/DRON_00013703,meningococcal group C polysaccharide,meningococcal group c polysaccharide
http://purl.obolibrary.org/obo/DRON_00018603,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135,meningococcal polysaccharide vaccine group w-135
http://purl.obolibrary.org/obo/DRON_00018604,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y,meningococcal polysaccharide vaccine group y
http://purl.obolibrary.org/obo/DRON_00018594,MENINGOCOCCAL VACCINE B,meningococcal vaccine b
http://purl.obolibrary.org/obo/DRON_00015292,Mephenesin,mephenesin
http://purl.obolibrary.org/obo/DRON_00014476,mepirodipine,mepirodipine
http://purl.obolibrary.org/obo/DRON_00730857,mepolizumab,mepolizumab
http://purl.obolibrary.org/obo/DRON_00012647,Meptazinol,meptazinol
http://purl.obolibrary.org/obo/DRON_00016312,mequinol,mequinol
http://purl.obolibrary.org/obo/DRON_00015307,Mercury,mercury
http://purl.obolibrary.org/obo/DRON_00013688,"Mercury, Ammoniated","mercury, ammoniated"
http://purl.obolibrary.org/obo/DRON_00012648,Mersalyl,mersalyl
http://purl.obolibrary.org/obo/DRON_00020052,mesquite pollen extract,mesquite pollen extract
http://purl.obolibrary.org/obo/DRON_00015310,Metaclazepam hydrochloride,metaclazepam hydrochloride
http://purl.obolibrary.org/obo/DRON_00010960,Methadyl Acetate,methadyl acetate
http://purl.obolibrary.org/obo/DRON_00015311,methampicillin,methampicillin
http://purl.obolibrary.org/obo/DRON_00013998,methixene,methixene
http://purl.obolibrary.org/obo/DRON_00019002,Methoxy polyethylene glycol-epoetin beta,methoxy polyethylene glycol-epoetin beta
http://purl.obolibrary.org/obo/DRON_00015321,METHYL BUTETISALICYLATE,methyl butetisalicylate
http://purl.obolibrary.org/obo/DRON_00015322,METHYL DIACETYLCYSTEINATE,methyl diacetylcysteinate
http://purl.obolibrary.org/obo/DRON_00016396,methylbenzethonium,methylbenzethonium
http://purl.obolibrary.org/obo/DRON_00011813,Methyldopate,methyldopate
http://purl.obolibrary.org/obo/DRON_00750802,metreleptin,metreleptin
http://purl.obolibrary.org/obo/DRON_00020228,Metricus paper wasp venom protein,metricus paper wasp venom protein
http://purl.obolibrary.org/obo/DRON_00015273,metylperon,metylperon
http://purl.obolibrary.org/obo/DRON_00018779,Metyrosine,metyrosine
http://purl.obolibrary.org/obo/DRON_00019621,Mexican tea pollen extract,mexican tea pollen extract
http://purl.obolibrary.org/obo/DRON_00020159,Microascus brevicaulis allergenic extract,microascus brevicaulis allergenic extract
http://purl.obolibrary.org/obo/DRON_00019907,microcrystalline cellulose,microcrystalline cellulose
http://purl.obolibrary.org/obo/DRON_00019990,Microsporum audouinii allergenic extract,microsporum audouinii allergenic extract
http://purl.obolibrary.org/obo/DRON_00019991,microsporum canis allergenic extract,microsporum canis allergenic extract
http://purl.obolibrary.org/obo/DRON_00017994,milbemycin oxime,milbemycin oxime
http://purl.obolibrary.org/obo/DRON_00016778,mild silver protein,mild silver protein
http://purl.obolibrary.org/obo/DRON_00019101,Milk thistle extract,milk thistle extract
http://purl.obolibrary.org/obo/DRON_00012324,MILK THISTLE FRUIT,milk thistle fruit
http://purl.obolibrary.org/obo/DRON_00018405,MILK THISTLE FRUIT EXTRACT,milk thistle fruit extract
http://purl.obolibrary.org/obo/DRON_00018382,MILK THISTLE SEED,milk thistle seed
http://purl.obolibrary.org/obo/DRON_00016375,MILK THISTLE SEED EXTRACT,milk thistle seed extract
http://purl.obolibrary.org/obo/DRON_00019674,millet seed allergenic extract,millet seed allergenic extract
http://purl.obolibrary.org/obo/DRON_00017909,Mineral Oil,mineral oil
http://purl.obolibrary.org/obo/DRON_00019436,"Mineral Oil, Light","mineral oil, light"
http://purl.obolibrary.org/obo/DRON_00011118,Miocamycin,miocamycin
http://purl.obolibrary.org/obo/DRON_00723858,mipomersen,mipomersen
http://purl.obolibrary.org/obo/DRON_00015350,MIRANOL 2MHT MODIFIED,miranol 2mht modified
http://purl.obolibrary.org/obo/DRON_00015351,MIRISTALKONIUM,miristalkonium
http://purl.obolibrary.org/obo/DRON_00012156,MITE EXTRACT,mite extract
http://purl.obolibrary.org/obo/DRON_00020238,MIXED VESPID VENOM PROTEIN,mixed vespid venom protein
http://purl.obolibrary.org/obo/DRON_00015355,modified fluid gelatins,modified fluid gelatins
http://purl.obolibrary.org/obo/DRON_00015359,mofezolac,mofezolac
http://purl.obolibrary.org/obo/DRON_00829147,mogamulizumab,mogamulizumab
http://purl.obolibrary.org/obo/DRON_00012326,Mold Extract,mold extract
http://purl.obolibrary.org/obo/DRON_00011125,molgramostim,molgramostim
